location,customer engagement,rating score,Actual review date,Review Month,Review Quarter,Review Year,review highlight,complete review notes,Ombudsman's response,ombudsman response date,ombudsman's respose notes,Response Duration (in days)
United Kingdom,1,1,,,,,Absolute Incompetence and Atrocious Attitude,I dealt with the Energy Ombudsman and found the experience to be absolutely awful.,No,01-Jan-00,,
United Kingdom,17,1,,,,,Absolutely Rubbish.,Dealing with my case against Vodafone......,No,01-Jan-00,,
United Kingdom,28,1,29-Dec-17,12,4,2017,Absolute complete waste of space,Absolute complete waste of space. This lot need need a complete overhaul of their procedures as they just side with the scumbags we complain about. I got offered £30 compensation and an apology letter as the outcome for been completely lied to and scammed by an energy company and its side kick broker based in Lancashire renowned for scamming who continually get away with it and this waste of space service choose to ignore.,No,01-Jan-00,,-43096
United Kingdom,1,1,29-Dec-17,12,4,2017,Complete waste of time.,"Complete waste of time.I went to the Ombudsman:Energy after receiving a letter from SSE advising of my right to do so as my complaint had been open for over 6 weeks. They reviewed my complaint about billing and found in SSE’s favour by offering “no remedy or award”. Due to the waste of time I didn’t initially respond to this, however to my utter shock SSE contacted them to disputed this and advise that there had indeed been a problem with my billing due to a meter change and they felt that the ombudsman’s decision was unfair. Fair play to SSE in the end, who credited my account with the overcharge and offered an extra £50.00 by cheque, however why are Ombudsman services being paid to not fully investigate these issues?",No,01-Jan-00,,-43096
United Kingdom,6,1,21-Dec-17,12,4,2017,"Biased, not impartial, scam liars","Appallingy biased towards the firms , they don’t know what impartial means . The reviews on trust pilot are hundred per cent true . These people ( who are funded by the firms they investigate) are a total scam , set up to absolve the firms who fund them by twisting evidence , ignoring any wrongdoing by the firm , all done with total bias and concocting a “ report” to absolve the guilty party ( firm who’s done wrong) of any blame whatsoever.Its like dealing with the most corrupt people you will ever meet . How they are allowed to exist  and masquerade as an impartial intermediary is beyond mine and hundreds of other people’s imaginations. Lowlife who one day karma will come to !",No,01-Jan-00,,-43088
United Kingdom,46,1,20-Dec-17,12,4,2017,Very very poor service,Very very poor service. Lack of care. Waste of tax payers money. We should not be paying these people.,No,01-Jan-00,,-43087
United Kingdom,168,1,19-Dec-17,12,4,2017,I honestly don't know why they exist,"What can I say that hasn't already been said. I have rung them up in the past about Scottish Power/Ecotricity etc and after a good twenty minutes to half an hour explaining my problem to them, they turn around and simply advise me to take it up with the company. I have already tried that and have got nowhere hence ringing them! Their advice is to complain in writing (already done), keep records of all correspondence (already done), give them a certain period of time to sort the problem (already done) which consists of a six week period.Basically they cannot do anything to help you, it's not their problem and if you want it sorted, just keep banging your head against a brick wall and it may eventually come tumbling down!",No,01-Jan-00,,-43086
United Kingdom,28,1,13-Dec-17,12,4,2017,Useless organisation with no real powers,"Useless organisation with no real powers & funded by the companies by levies. How can they be impartial ! I have been trying for over two years with this useless organisation despite them finding in my favour after first not doing so, but eventually having no choice after being shown clear unequivocal evidence.They are completely unfit for purpose.Consumers need a proper impartial body with true enforcement powers.",No,01-Jan-00,,-43080
United Kingdom,18,1,05-Dec-17,12,4,2017,Why these people exist is beyond me …,Why these people exist is beyond me they are a complete waste of space and generally always on the side of the big organisations especially COUNCILS don't bother you will get absolutely nowhere with this lot they are completely biased and try and baffle you with complicated jargon !!!,No,01-Jan-00,,-43072
United Kingdom,2,1,04-Dec-17,12,4,2017,Clearly they are in bed with these energy suppliers,"Clearly they are in bed with these energy companies!!! I contacted them in good faith, after being ripped off by SSE!!! It's blatantly obvious SSE are ripping us off also, I have evidence!!! My case worker was a guy called Simon Walker and what a waste of time he was!!! It took him longer than 6 weeks to come up with a final decision which was in the favour of SSE and another smack in the face by offering only a £100 when they clearly state on their website they can offer up to £10,000 rewards???? How they are getting away with this I've no idea?!!!! We need to all come together and bring awareness to how vulnerable people are being ripped off by both energy companies and the ombudsmen are not helping only profiting from taking advantage of people who are being overcharged and lied to by energy companies!!! COME ON PEOPLE LETS DO SOMETHING ABOUT THIS NOW!!!!!!!",No,01-Jan-00,,-43071
United Kingdom,6,1,04-Dec-17,12,4,2017,You couldn't make it up.,"The only use for the ombudsman service is to squeeze information out of your supplier that you can later use in court.  If you are expecting the ombudsman to find in your favour and you are not a company then dream on.Needless to say, they found against me, but the information that I now have will be extremely useful in a civil court case so using the ombudsman is a very useful way to get information that you are unlikely to be party to otherwise, provided that you ask the right questions.  If you are just expecting fair balanced civil arbitration then you are better off heading to your nearest thorntons to buy yourself a new chocolate teapot to make your next cuppa in.",No,01-Jan-00,,-43071
United Kingdom,50,1,25-Nov-17,11,4,2017,I escalated a complaint about Three not …,"I escalated a complaint about Three not following Ofcom's rules to Ombudsman Services. They replied saying that ""Ombudsman Services can only deal with complaints about the level of service you have received or about a supplier’s failure to follow the rules set by Ofcom.""I asked them to explain why my complaint about Three not following Ofcom's rules didn't count as a ""supplier's failure to follow the rules set by Ofcom"" but they didn't bother to answer.",No,01-Jan-00,,-43062
United Kingdom,12,1,24-Nov-17,11,4,2017,95% of the reviews are 1* stating they …,"95% of the reviews are 1* stating they felt they was bias towards suppliers. There is something clearly wrong with this organisation. The ombudsman is a government organisation and there are 56 suppliers. 1 Supplier British Gas - ""Centrica’s tax bill hit £690 million in the first six months of this year"". Thats over a billion in tax in one year off one supplier. Imagine what they are receiving from all 56 suppliers. On top of this they received £377 per complaint from the suppliers. This totals massive profits. Do you think they care about you? Waste of time, unreadable chavvy replies implying the fault is alway the consumer. DO NOT USE THE OMBUDSMAN! THEY WILL NOT HELP, YOU ARE JUST FUNDING MORE MONEY INTO A CORRUPT SYSTEM. If we stop using them, they cannot charge the supplier their £377 fee, when funding becomes low, they may pull their finger out and do their jobs.",No,01-Jan-00,,-43061
United Kingdom,2,1,23-Nov-17,11,4,2017,Energy Complaint.,"Energy Complaint.Have been ignored, have been told today that they have reached their conclusion. I asked how did they get to that conclusion and they would not answer. I asked them if they looked at the evidence I supplied. They stated no. Shockingly poor performance. Made 20 phone calls at least promised call backs. Disgusting waste of time. However they are biased towards the energy company",No,01-Jan-00,,-43060
United Kingdom,6,1,22-Nov-17,11,4,2017,Energy Dispute-Absolute waste of time!!,Absolute waste of time!! Self serving crooks clearly in cahoots with Energy suppliers.2 years of wrangling with Scottish Power.Ruled in favour of Scottish Power with an insulting recommendation of £75 'goodwill' gesture.Patronising staff with no understanding of the stress caused by the frustration of the situation!I hope never to have the misfortune of having to deal with them again.Would not recommend!!Disappointed that I have to score them 1 on review. It would be ZERO if it were possible.,No,01-Jan-00,,-43059
United Kingdom,4,1,21-Nov-17,11,4,2017,Waste of time and space..,Waste of time and space... Approached these guys to adjudicate for compensation against British gas. Brit Gas admitted liability and offered a settlement.. I just needed ombudsman to arrange the compensation. What took BG solicitors 6 weeks to decide they were at fault these guys took less than a week to over rule British gas and recind their offer and was told all brit gas had to do was give me a letter of apology. Waste of time.. clearly clueless and in bed with the energy companies... shame there's not a minus 5 star option..,No,01-Jan-00,,-43058
United Kingdom,21,1,17-Nov-17,11,4,2017,Had a gas leak caused by the company …,Had a gas leak caused by the company called amey who was contracted by npower my smart meter was installed incorrectly and caused a gas leak what could have took up my house and seriously injured my family or neighbours and was told by ombudsmen I wasn't in danger even tho I had a report from emergency gas service regarding my leak still wasn't enough these people don't care so I would strongly recommend if anyone has npower and are waiting for amey to install a smart meter not to let do it many accidents have happened since these were launched this site is full of 1 stars shows how good these are next stop is the papers and social media,No,01-Jan-00,,-43054
United Kingdom,25,1,11-Nov-17,11,4,2017,My complaint about the exceptionally …,"My complaint about the exceptionally useless and evil ombudsman for telecommunications companies is no different to virtually everybody else's on here: IT and it's staff are a disgrace, and I also conclude the whole Ombudsman establishments MUST be abolished.I haven't pushed it that far with my case, I received some long Email from a rude, dim 'caseworker called Ms K Aspray and saw that everything she put in just her first paragraph was completely opposite to what had happened, she wrote garbage.It was all completely wrong, she'd added imaginary events, stuff that I didn't even mention because it didnt happen, I could not believe I was dealing with someone who was so stupid, in fact not that far off illiterate. She also admitted to assuming many things rather than going by the fact, and what is the point of continuing with that?!I wasn't going to read anymore because the rest of her 'work' was obviously going to be as abominable as the first part. I complained about her but found the ombudsman policies of cases NOT being allowed to be passed on to somebody else, even though their staff member is so disastrously appalling, were unrealistic and ilogical. And quite a few other staff I had to come across had bad attitudes too.This with Ombudsman just wasn't happening, wasn't go any further, so I thought about using another company similar to Ombudsman, but unfortunately do not cover BT - BT who continue to ask me for money eventhough I have paid, and refuse to give the £150 deal money which I should have had 3 months after being with them, which worked out to last June.So I was deciding where to go from here, a county court scenes of the best option now and having seen the 135  personal accounts of Ombudsman in here, the majority leaving one star and a lot of people wishing ZERO was available, I'm going to sue BT myself instead.Thank you all for the icing on the cake, good luck to everybody else who has had problems with this deliberately conman vile ombudsman, and equally bad companies like BT, Virgin, Vodafone etc.",No,01-Jan-00,,-43048
United Kingdom,2,1,07-Nov-17,11,4,2017,The Ombudsman Service for telecoms does …,"The Ombudsman Service for telecoms does not operate on a level playing field: Be prepared  to have your factual verbal evidence declared 'unverifiable' while those with the unaccountable power [Vodafone in our case] are likely to have their incorrect verbal evidence not only accepted - but used against you.   Good luck also in getting the officer dealing with your case to present it in standard English too. We appeared to have a non-English speaking student on work-experience, who couldn't appear to identify the main argument - even if their life depended on it. Complete waste of time and life handing over anything to the OS.  Warn others about the traps and then move on and thank your lucky stars that you don't have the misfortune to work for either of these soulless organisations.",No,01-Jan-00,,-43044
United Kingdom,24,1,23-Oct-17,10,4,2017,Telecoms Ombudsman unsympathetic to hard of hearing,"I had a major problem with BT's off shore call centre when trying to resolve a problem with e-mail.  I am hard of hearing and couldn't understand their heavily accented English.  I kept asking for an e-mail reply but they said it wasn't possible.  They pestered me with phone calls. I complained to the Telecoms Ombudsman service and to my astonishment the investigative officer took the part of BT and blamed me for the failure of communication saying that I kept refusing to speak to BT on the phone.  I didn't refuse I merely politely told the Indian employees that I had difficulty hearing.  She said that BT are a telecommunications firm and naturally prefer to make contact by phone!  So much for disability awareness!!  I'm disgusted, but not surprised as the service is funded by the very people they are supposed to monitor.",No,01-Jan-00,,-43029
United Kingdom,3,1,18-Oct-17,10,4,2017,Is there a review with 0 or -1,"Paid for by energy companies. Useless really as do not look at reality just read energy supplier case notes which are not detailed with length of time taken to answer calls, respond etc. I waited 1h 1/2 on phone with Eon and they suggested £5 as token gesture. Agreed a suitable by ombudsman service so everyone is being paid below minimum wage eh.",No,01-Jan-00,,-43024
United Kingdom,50,1,15-Oct-17,10,4,2017,Corrupted,The telecoms ombudsman clearly acts in favour of phone companies doesn’t matter the evidence you have the telecoms ombudsman will be capable to twist it in favour of the provider you are complaining about and when they cannot twist it they leave it poorly investigated ignoring important aspects of the complaint. Is the telecoms ombudsman corrupted? The answer is YES...,No,01-Jan-00,,-43021
United Kingdom,1,1,11-Oct-17,10,4,2017,The ombudsman is Private company  that …,"The ombudsman is Private company  that receives money from the very businesses we complain about. You are not going to get justice here, what a scam this is, to fool people into false hope and justice. The ombudsman is run as a business with targets and set script. i.e they always start awards £20-30 no matter what, then bill their clients..Not worth the use, take legal action.",No,01-Jan-00,,-43017
United Kingdom,43,1,05-Oct-17,10,4,2017,This Ombudsman is not an Ombudsman,This Ombudsman - is not an Ombudsman.  They seem to be paid by Vodafone and wholly side with Vodafone.  Decision made was factually inaccurate on many levels.  Written by someone who had not even done some basic level assessment.  They gave 14 days to supply evidence for a review - and gave themselves 28 days to reply.  Missed their own deadline for the review response - and then stated that the review had been carried out by the same person who made the original decision - so no review and a total conflict of interests.  DO NOT believe anything they tell you about making a decision that is fair and factual . No country on earth would class this as an Ombudsman - it seems like a self regulating scam.,No,01-Jan-00,,-43011
United Kingdom,1,1,05-Oct-17,10,4,2017,Wish I had looked here before wasting …,Wish I had looked here before wasting my time with the communications ombudsman. There response to my complaint was baffling and wholely biassed towards the (lack of) service provider with virtually no credence given to any of the evidence I submitted.,No,01-Jan-00,,-43011
United Kingdom,29,1,17-Sep-17,9,3,2017,NO stars at all!!,I wish I had read the reviews in February 2016 this being September 2017.Ombudsman is paid by the energy companies so don't expect a result in your favour.  The worst and most frustrating experience ever.  I have now contacted my local MP and am paying to leave Cooperative Energy.,No,01-Jan-00,,-42993
United Kingdom,6,1,15-Sep-17,9,3,2017,Absolutely useless,"Absolutely useless. Spent ages putting evidence together against BT's unfair service and charging me for leaving early. Failed to bother reading anything, and just accepted whatever BT said. Such a biased company. Basically as long as you put in your contract that you might provide a crap service to your customer, you can do whatever you want to them and they have no right to appeal, even if they break the law. Disgusting.",No,01-Jan-00,,-42991
United Kingdom,3,1,13-Sep-17,9,3,2017,The Energy Ombudsman in Leagure with Extra Energy,"I feel really bad giving the Energy Ombudsman a 1 out of 5. They so don't deserve a 1 - it is far greater than I would like to give them, but unfortunately you can't go less than 1. Can Trust Pilot allow negative numbers for companies such as the Energy Ombudsman. You think in this country you are always protected through one medium or another. I always assumed the Ombudsman was a genuine thing. I didn't realise it was a complete SHAM. Bankrolled by the Energy Companies themselves, they will only ever find in favour of the Energy Company and provide no service at all. I wish I had read these reviews first and not wasted my time. I spent two years writing emails and letters trying to resolve a problem created by Extra Energy. They basically tried to invoice me for more energy than I used for more than 2 years. I just couldn't stop them no matter how I complained and tried to correct them (over 100 emails and letters + days of call time). They were determined to rip me off no matter what and owed me more than £1000 but would not credit the account. So when the Energy Ombudsman asked me to reiterate the whole problem and provide evidence, it wasted days more of my life putting it all together. Oh how I wish I had not bothered. they ignored everything and favored Extra Energy with no explanation at all. So I appealed and did it all again this time providing irrefutable evidence with pictures and written confirmation etc., The case was absolutely waterproof ! What did they do ? Completely ignored all evidence and just reiterated that Extra Energy were faultless with no evidence or explanation at all. So my advice is DON'T BOTHER  - ITS JUST ANOTHER FRONT FOR THE ENERGY COMPANY THAT YOU HAD THE PROBLEM WITH IN THE FIRST PLACE !    oH - TrustPilot - can you please amend your scoring so that The Energy Ombudsman can be awarded a -10 !!!!Thanks, Mike..",No,01-Jan-00,,-42989
United Kingdom,16,1,11-Sep-17,9,3,2017,Pointless organisation,"Pointless organisation.  I actually believe that these vast organisations basically self-policing themselves is the biggest con of all time.  This organisation is blatantly ignoring facts/evidence and finding in the favour of these companies with such regularity that is becoming farcical.  What's the point is registering a complaint against these vast companies when the Ombudsman ignores the evidence and sides with the O2, Sky, BT etc. it’s an absolute joke. I complained about o2 and provided evidence which was blatantly ignored.  I was called a lair, incredible and a half-hearted apology from O2 does not suffice.  My initial complaint was that I have no service except from certain spots in my kitchen or bedroom but apparently practically having to stand on one leg to get a service is ok.  Secondly, my data started going missing in the middle of the night without any explanation but surprise, surprise O2 can offer more data at a cost-suspicious or what.  For long periods I have no network but hey O2 and the Ombudsman have no problem with that.   Despite such problems the Ombudsman finds I have do not have a complaint that they should uphold and as customers how dare we complain about paying for something and not getting it, oh the temerity of O2 customers we should be thankful for being indulged and patronised by O2 personnel and called a liar it’s the highlight of any customers day.  Additionally just recently I noticed that there were issues with the Upgrade/Refresh option whereby the cost of what is left to pay should decrease at the end of each month shockingly for my Refresh/Upgrade option was actually increasing.  Despite phoning o2 and contacting their Live Chat nothing was done, well except again I was called a liar and being told that could not happen but surprise, surprise the amounts were suddenly changed to what they should have been after the calls.    Regarding the Refresh/Upgrade cost escalating over month's and being called a liar by o2 and pointing this out to the Ombudsman it was irrelevant.  Despite being supplied with evidence they have said that it was an unfortunate error by O2.  Despite continually informing them that it was happening and being called a abused by a rude Scottish women on the O2 call line.  Now the latest response from the Ombudsman came late on Sunday night at approximately midnight and contained so many inaccurate facts and grammatical errors that I had to re-read it again several times to see what the email was actually trying to say.   The guy who wrote the email had ignored the very essence of the complaint and focused wrongly on the assumption that I only wanted an Upgrade and O2 were right not to give me one free of charge. I am shocked and not sure if he was actually responding to my complaint or whether he had mixed mine complaint with somebody else’s.  I have no idea what the gentleman was talking about he seemed to be addressing issues which I did not raise and I have to ask do they have such a workload whereby they mix different people’s complaints up, it’s the only reason I can think of for his illegible 81 sentence block of insanity.  It was so poorly crafted and written that I had to check whether it from one an oversea centre/er where English is not the first language the grammar was appalling.  Why bother making a complaint and I agree that people have to get together and lodge a complaint to have this absurd entity removed.  As has been referred to do we really expect this sham organisation to bite the hand that feeds it.  These large companies have little to fear from the Abominableman's Office when they have so much influence on the decisions being made that it’s a joke.I have just sent a number of emails to the Prime Minister etc.  doubt she will ever see them probably some faceless bureaucrat but if you don't try what's the point, its time somebody did something about this fiasco.",No,01-Jan-00,,-42987
United Kingdom,2,1,06-Sep-17,9,3,2017,I am so glad I saw these reviews as it …,"I am so glad I saw these reviews as it all makes sense of my horrendous experience.I sent this to the CEO Lewis Shand Smith via LinkedIn'Dear Mr Shand Smith I would like to make you aware that I am flabbergasted by the lack of customer service that I have experienced from the Ombudsman service. Even the company I had the complaint with (Sky) are disappointed with the Ombudsman service I received. It seems that due processes were not followed. And in my opinion your service showed bias towards the company Sky. This is the first time I have used the Ombudsman service and it will be the last. I consider this to be a disgraceful service to the general public'.I was astounded by this statement from the investigating officer: ‘Furthermore, it is the ombudsman’s view that customers should be willing to experience some level of inconvenience and should mitigate some of their loses’. !!!So Sky were willing to give me £100 as a good will gesture in recognition and acceptance of fault but this Ombudsman organisation considered that ‘a goodwill gesture of £50 to reflect the overall experience is fair and reasonable’.In my opinion the Omdudsman service have a strange and unfair way of dealing with complaint investigations. And in my experience seems biased towards the company and unfair towards the complainant.",No,01-Jan-00,,-42982
United Kingdom,1,1,05-Sep-17,9,3,2017,OS took the side of BT,"So I contacted the Ombudsman Services after BT billed me over £340 for leaving them while under contract. However, I had very poor Internet speed and some days when I had no Internet speed at all. This went on for years. So in the summer enough was enough and I switched providers. BT didn't like this so I was billed £340 for allegedly breaking a contract when to my way of thinking they broke the contract with me long ago by not providing a consistent service.The short story is the Ombudsman Services did an investigation and were wholly on BT's side, saying I had enjoyed a fantastic service from them and very fast Internet speeds. Basically I was being called a liar. The OS then told me BT were right to charge me all that money for leaving when, to my way of thinking,  the figure could be never be justified. So all in all, the OS are on the side of the companies. They make the customer out to be the liar. Complete waste of time. I'd give them less than one star if I could.",No,01-Jan-00,,-42981
United Kingdom,3,1,16-Aug-17,8,3,2017,If you want an Impartial service take them to court,After months of stress and upset caused by a mobile phone company trying to rip me off lie to me and try make me pay for services they haven't provided a rude and arrogant investigating officer named Angela has kindly informed me that I am a liar and a thief (not in so many words) because when the three took out a double payment which was incorrect which I later had to recall through my bank as I was left short for my shopping not expecting three to decide to double my bill by error ending up having to borrow money of a relative to be able to pay for my shopping after being embarrassed in front of a shop full of peaople when my card declined because three took more than they should have done I rang my bank and recalled the payment and then made the payment for the correct date by phone without even bein provided an explanation for the wrong amount being taken an investigating officer called Angela has told me that I attempting to do the company over have with the knowledge of them taking double apparently which I really wasn't aware off have cancelled my direct debit up prior to it going out that's why it went back in and that then I tried to complain about the company because they wouldn't let me out of the contract without paying early termination fee and when I tried to explain that no actually I had to recall the payment after they took it out she informed me that no no it wasn't I cancelled it and that's what happened and when I tried yet again to explain to her she cut me off told me no that is not what happened even when I offered to ring my bank and request them to provide proof of what actually happened she wasn't interested all she was interested in was telling me that what she has on her screen send in by the company is her evidence and all she needs she never once referred to anything I said without twisting it in favour of company I am absolutely speechless to see how this company who is supposed to be there to help customers stand a chance against being ripped off by the big companies this company is nothing but an aid for the big companies to carry on getting away with breaking their own contracts and screwing people over I am utterly shocked that this joke of an organisation hasn't been under investigation for playing their role in letting the big businesses steal from their customers who are helpless against this scam personally I would advise anybody who is having issues with a big company to get advice from citizens advice beauro and take the company straight to court,No,01-Jan-00,,-42961
United Kingdom,1,1,11-Aug-17,8,3,2017,How can this Dodgy organisation continue to get away with it!!!,"So the Ombudsman service does it again, apart from problems I've had with them my mum has had a Ace catalogue for over 15 years and put a claim in for the miss selling of the PPI, the company has admitted this but referred it to the ombudsman who have state they don't have to pay it how can this service be impartial they are a law to there own what a disgrace!!!!!!!!!",No,01-Jan-00,,-42956
United Kingdom,10,1,10-Aug-17,8,3,2017,This is by far the worse organisation,This is by far the worse organisation I have ever had to deal with and they certainly are not impartial. After an am going complaint with Sky for over 2years for poor Wi-Fi reception providing sufficient evidence. Yet when asking for transcripts of calls they had been altered when challenging this OS advised nothing further could be done. I could request a SAR but this would cost me more money. The final settlement is an official apology and £50 As a good will. The total cost of what has actually been spent from us is £1200 including a new overhead cable and new phone lines when there was no issues. Received a call this evening from OS and had no choice to accept and within 6mins I received an email to that effect. Complete waste of anyone's time!,No,01-Jan-00,,-42955
United Kingdom,2,1,01-Aug-17,8,3,2017,They do not help at all,They do not help at all. They send out a leaflet and that's it. Useless.  No point even asking them for help.,No,01-Jan-00,,-42946
United Kingdom,9,1,31-Jul-17,7,3,2017,First Utility If there was ever a case …,"First Utility If there was ever a case of buyer beware then this is it everything starts off fine and then wham they hit you with a massive bill put your direct debits up use estimated readings despite giving them monthly meter readings, never call back when they say they will, no records of payment plans being setup or of conversations to sort it out, they don't know the law and try to keep you as a customer by lying and once your contract ends put you on the most expensive tariff they take great enjoyment in causing stress and upset and don't care if they put you in debt through no fault of your own, Steer clear of this company unless you enjoy being on the phone for hours and talking to a brick wall when you finally get through to someone who doesn't understand you anyway, the worst company I have ever been with and that's saying something as was with npower before lol RIP OFF MERCHANTS !!! Oh and I noticed that after a influx of bad reviews all of a sudden people with only one name leave a excellent one sentence review lol paid members of FU me thinks, doesnt matter how many paid reviews you get we all know how s**t your company really is and sending spies into our facebook page wont work either i found sophie out lol and blocked her !!! And the ombudsman was totally useless as well as they came up with every excuse why they couldn't help me even though they knew they were overcharging me and ripping me off",No,01-Jan-00,,-42945
United Kingdom,6,1,28-Jul-17,7,3,2017,It is unfortunate that the Ombudsman …,"It is unfortunate that the Ombudsman service is not independent. It is portrayed as an official body to provide an independent review but the scheme can not be independent if it is funded by the company. Dictionary definition of independent:1. free from outside control; not subject to another's authority.2. not depending on another for livelihood or subsistence.Note point 2!The Ombudsman service is funded by the companies. See there wording from their website: 'Ombudsman Services is funded by the companies it handles complaints about. We charge an annual subscription fee and a case fee for each complaint we accept.'It would note make sense for them to bite the hand that feeds them!Also, if you go on to their website they publish their annual reports. There are reports for various sectors. One report showed that they uphold 29% in favour of the consumer! Very poor show really. If a person has taken their complaint all the way to the Ombudsman then they clearly have a reason for doing so. People don't complain this much with no reason. Even if the result was 50/50 you might think well there's less bias but 71% in favour of the company! The Ombudsman Service do have their own Terms of Reference which you may be able to use against them if they refuse to provide you with a fair review. You can request these from them. You can not put in a Freedom of Information Request as they are not public funded and therefore their disclosure only needs to be what they are willing to let you see.  I've had a few complaints through the Ombudsman Service. Most of the time I have to do the work for them and even when I point out all the issues including anything legal, it's a battle to get them to uphold the complaint. I had to defend a complaint for my mother once regarding PPI. The Ombudsman had refused to uphold. When she told me the issues I was furious. I called the bank myself, raised the issues and got them to resolve and apologise within 24 hours. They state they will provide the following on their website:We ensure our services are widely accessible. We base our decisions on what is fair and reasonable. When we make a decision we take into account:•both sides of the story;•regulatory rules, guidance and standards;•codes of practice, relevant law and regulations; and•what is accepted as good industry practice.I have a personal experience with bullet point one ' both sides of the story'In a recent complaint the advisor had only collected the complaint information from the energy company. I complained that her decision had been made on bias information. I pointed out 'How can you give a decision if you have not shared their file with me and given me the opportunity to respond in full.' They agreed this was not fair and so provided me with a short window to reply. My reply was extensive yet their offer to resolve the complaint actually put me in a much worse position with the company. There was also a dodgy process which had clearly happened, the company mailed out a response to me before the deadline date and before I'd even given a decline or acceptance! It portrayed to me that they'd been in some sort of cahoot. Unfortunately, until a new system is set up, is independent and transparent, consumers will have to battle on by themselves. My best advise would be check out online before you sign up to anything. Peoples reviews on these companies help others to avoid getting in a mess with them too. If you do find yourself in a mess with them then you will need to allocate some time to fight back. Get a good friend, sit in the room, research the internet, including their own terms and conditions which, are in favour of you or that are too bias and legally deemed as unfair, write a letter covering all the relevant points (with your friend so you have a sounding board) then send to either the director personally (you'll find their details on companies house) or get the contact from their chief executives office (the PA or executive team) send it to them and copy in your MP. Hopefully this should help, if it doesn't then you will have to take it through the small claims court. It might seem scary but I've done this once and won. You can put a simple file together of the points from your complaint and you are more likely to get a fairer hearing.I hope this helps some of you. I stumbled on your comments after my recent Ombudsman complaint and thought I'd share some experiences which may help others.",No,01-Jan-00,,-42942
United Kingdom,14,1,21-Jul-17,7,3,2017,Is the Ombudsman services impartial or is it a Scam,"i had a dispute with 02 who over charged me £650, I refused to poultry £200 offer and was encouraged to use the Ombudsman services.  I gave all my details, a full account of my dispute and that 02 made the erroneous charge without my knowledge.  The Ombudsman advised me after 6 weeks that despite him speaking with 02 he has received nothing to support their claims, defend their own corner or provide evidence of a contract or recorded calls. He has decided in their favour.  I truly believe the service is funded by the Mobile network and is a waste of time and effort. When it professes to be unbiased. How can they decided in favour of an organisation that by their own admission has ignored any opportunity to defend itself.",No,01-Jan-00,,-42935
United Kingdom,11,1,19-Jul-17,7,3,2017,This service is not for the people …,This service is not for the people (Consumer) they are there to protect the company. Totally waste of time contacting them. They don't even read your documents. Then tell you to do something that you have already stated that you have done. You appeal and are told to do the same again. Even though once again you have explained this. You are then told to log into the portal to accept or decline. I advise I have already clicked decline last week. I even log on in and check that I have done so. I inform them I have but no response. Later I get an email as you failed to respond. Charming. Bunch of amateurs.,No,01-Jan-00,,-42933
United Kingdom,14,1,17-Jul-17,7,3,2017,AS MUCH USE AS A ONE LEGGED MAN IN AN …,"AS MUCH USE AS A ONE LEGGED MAN IN AN BUM KICKING CONTEST! As other reviews state, don't waste your time. This mob are simply a front for the companies to give the impression that you have some hope of redress. In reality, they are utterly useless and will find any excuse to fob you off.",No,01-Jan-00,,-42931
United Kingdom,1,1,14-Jul-17,7,3,2017,i tried every option possible to start …,"i tried every option possible to start a complaint about BT business via the ombudsman service, but every single option i kept getting told ""We are unable to help with your complaint"" and referred me to citizens advice. I take it they are overwhelmed with BT complaints so have to turn people away! - Rubbish service!",No,01-Jan-00,,-42928
United Kingdom,2,1,13-Jul-17,7,3,2017,Nothing but a shill,Nothing but a shill. Not worth the time easier and quicker to sue than use these people.,No,01-Jan-00,,-42927
United Kingdom,62,1,12-Jul-17,7,3,2017,Energy Ombudsmen not fit for purpose.,"My case was referred by the Energy company EON to the Ombudsman.I already believed the Ombudsman Services to be corrupt, biased and not fit for purpose and needless to say, they proved me right !!!Companies pay Membership fees annually and hundreds of pounds for every case referred to the Ombudsman, so are they really going to bite the hand that feeds them ?Looking at other People's reviews and opinions, why doesn't the Parliamentary Ombudsman or the Governing Bodies investigate this inept, money grabbing, bent organisation.",No,01-Jan-00,,-42926
United Kingdom,19,1,11-Jul-17,7,3,2017,Completely Pointless,"Definitely biased towards Vodafone during my dispute with them over the adding of a £262 debt added as a default to my credit account which has completely ruined my chances of getting a mortgage in the next 5 years at least! The agent who dealt with my complaint (Mohammed Inam) never actually fully explained anything and instead spent nearly 30 minutes going around in circles inanely arguing so he did not have to answer my questions. Judged in the end that Vodafone had the right to lie to me about there not being any balance on my account, refusing to fix my services and adding incorrect information to my credit file detailing completely wrong dates and payment information. Best part is the supposed resolution to me for Vodafone's disgusting behaviour is for them to give me a £50 credit and letter of apology for ruining my credit file! Oh and also I've been told if they again start to play the games they were before with telling me I have no account balance then I have to waste my time again waiting for my complaint to be dealt with and re-contact the ombudsman with yet another new complaint. It really is laughable how awful their service and attitude is when dealing with matters such as this. I am disgusted with the way this joke of a complaints service is being run and would suggest that no one else bothers wasting their time with them as it seems they never rule in the customers favour!!!",No,01-Jan-00,,-42925
